state,year,CE,DF,CA,SI,IR,IP,synthetic,generated_at
Bihar,2023,69.68674626793901,44.87668617143475,69.80470888300117,91.76299521826719,76.25081940804402,76.25508902298584,True,2026-07-12T07:31:30.436957+00:00
Bihar,2024,58.541977242851345,54.6196818284185,59.81365456994787,81.18391889534605,65.32528125757776,77.28054834329073,True,2026-07-12T07:31:30.436957+00:00
Bihar,2025,70.92395127722877,52.917117713058,63.68902160048987,87.4514143572272,60.218782874270104,77.2153510475862,True,2026-07-12T07:31:30.436957+00:00
Chhattisgarh,2020,23.47698090420453,72.4991969136884,48.28994501178501,53.05938557174916,27.26448087872658,30.86383450659122,True,2026-07-12T07:31:30.436957+00:00
Chhattisgarh,2021,16.710821789248044,76.61167146888792,55.044476838471645,41.53386869032022,22.150644356301985,22.510425884442057,True,2026-07-12T07:31:30.436957+00:00
Chhattisgarh,2022,17.811081134103212,59.09208681057839,48.7274821836344,42.50139874094323,19.818535564512516,35.640359866718725,True,2026-07-12T07:31:30.436957+00:00
Chhattisgarh,2023,26.956867973573658,75.5075489724652,46.78289888283117,46.89023258520343,22.208862836592097,28.63302209450903,True,2026-07-12T07:31:30.436957+00:00
Chhattisgarh,2024,17.926988824711877,57.42348452030379,39.615993367518925,39.1798180487275,12.48361166503734,26.689069226014578,True,2026-07-12T07:31:30.436957+00:00
Chhattisgarh,2025,26.23623404542265,62.86598990993413,44.165255786026286,49.418965760195036,27.81398488197252,25.299809612047902,True,2026-07-12T07:31:30.436957+00:00
Goa,2020,32.68274777229439,56.63929925261667,48.35054123711189,56.28615941287705,33.157884582084854,46.008201829491355,True,2026-07-12T07:31:30.436957+00:00
Goa,2021,33.891178459010824,63.40849584528392,64.97980296660587,61.71072211150035,31.85017418933378,33.90695781328549,True,2026-07-12T07:31:30.436957+00:00
Goa,2022,23.63777104920902,57.97594843656719,50.23057765147413,57.79155597124793,27.201090644271126,36.89725630318764,True,2026-07-12T07:31:30.436957+00:00
Goa,2023,19.758848394614326,61.27223609049723,41.380622760585496,49.17577489632135,28.321888208347183,35.79968017981735,True,2026-07-12T07:31:30.436957+00:00
Goa,2024,22.048435284482487,52.44158081657466,60.87402993739289,45.95168875493964,28.083003506227286,38.92743419825758,True,2026-07-12T07:31:30.436957+00:00
Goa,2025,49.90528384777767,54.809931132534196,50.06758080898919,55.92187205814128,27.48337950479203,48.803427410696365,True,2026-07-12T07:31:30.436957+00:00
Gujarat,2020,51.918955809927645,59.80216101659578,60.907801430957996,74.23584198191759,60.56109426953724,59.76812772672741,True,2026-07-12T07:31:30.436957+00:00
Gujarat,2021,50.19905981281068,52.796085554100884,59.43423992234828,70.30004057020271,51.748491224929076,55.58415316363623,True,2026-07-12T07:31:30.436957+00:00
Gujarat,2022,53.26603972973064,57.423092842958,58.82019965759594,76.6380205608895,55.275298660234974,68.98025352517706,True,2026-07-12T07:31:30.436957+00:00
Gujarat,2023,50.656647617150924,69.91297614667774,67.54998817009323,76.25631014013204,49.809815879795046,64.25950091031248,True,2026-07-12T07:31:30.436957+00:00
Gujarat,2024,58.44572575001314,57.40004256019355,62.15908089552077,64.34591798578637,50.102319999035444,57.602723477800964,True,2026-07-12T07:31:30.436957+00:00
Gujarat,2025,46.42677961624603,52.560124332013935,59.057681781245165,77.7532820440784,59.05479845530019,68.52262606566929,True,2026-07-12T07:31:30.436957+00:00
Haryana,2020,44.084810844488565,57.64915054643519,64.17670309525789,54.35090317451113,43.79550518582849,53.82629910729575,True,2026-07-12T07:31:30.436957+00:00
Haryana,2021,47.527959973146345,54.27781089246888,45.32389293172612,69.42492091518208,44.572109792297844,55.859283936428604,True,2026-07-12T07:31:30.436957+00:00
Haryana,2022,52.99916459588675,54.88153639985765,56.31695824503559,64.08958785874769,54.89311218566719,50.80371552299648,True,2026-07-12T07:31:30.436957+00:00
Haryana,2023,49.3503215791038,69.60739419958752,63.2020492013574,71.42261990742432,45.08408025306688,62.43053594129187,True,2026-07-12T07:31:30.436957+00:00
Haryana,2024,53.00070988648358,55.70521628697495,57.084411008753435,68.33552154302608,55.97603374568523,61.79286480927408,True,2026-07-12T07:31:30.436957+00:00
Haryana,2025,52.07253228863426,56.7466555591818,63.573392034724726,73.02544540439254,52.70428078782053,53.12485501264884,True,2026-07-12T07:31:30.436957+00:00
Himachal Pradesh,2020,42.1699895761716,54.61533357723403,49.22625065083969,73.20851960322027,58.85121342566968,66.10762359334267,True,2026-07-12T07:31:30.436957+00:00
Himachal Pradesh,2021,47.199230814248494,48.287984222438645,57.209372549377676,69.37927971513145,57.80412480381928,65.72729260558279,True,2026-07-12T07:31:30.436957+00:00
Himachal Pradesh,2022,56.24231689168784,59.94533609309252,44.62140585214742,73.5107182662983,47.39228125045276,61.37611784284057,True,2026-07-12T07:31:30.436957+00:00
Himachal Pradesh,2023,59.85087661558406,41.54133784988824,55.36380631117382,76.43221651741042,51.60815050359856,63.55028268789157,True,2026-07-12T07:31:30.436957+00:00
Himachal Pradesh,2024,50.81013022919426,62.210093688425275,54.128652935231216,76.28043875829141,43.84001064016596,66.93013454226586,True,2026-07-12T07:31:30.436957+00:00
Himachal Pradesh,2025,52.75646186462546,58.476408462493524,52.66619306124037,74.57350811027887,57.59034041738086,65.23987833584863,True,2026-07-12T07:31:30.436957+00:00
Jharkhand,2020,44.756851890552866,51.85546706401904,52.55129789137115,67.21595056736483,36.4417284241345,47.61296071812486,True,2026-07-12T07:31:30.436957+00:00
Jharkhand,2021,39.48067786371806,65.47591597126514,52.57848230262734,64.56668007025277,33.98639994233348,41.24814276536547,True,2026-07-12T07:31:30.436957+00:00
Jharkhand,2022,43.29192193205454,76.15879134029049,51.85064244631759,52.28392816955323,42.48831099922893,52.51906650333603,True,2026-07-12T07:31:30.436957+00:00
Jharkhand,2023,41.46196596911879,69.33207443189158,43.193561938719945,56.137347648881665,46.725612893982,47.69265958252751,True,2026-07-12T07:31:30.436957+00:00
Jharkhand,2024,40.346970640526564,64.1345345375573,54.29751496175599,50.261742377996136,31.19795140080203,41.75217683923053,True,2026-07-12T07:31:30.436957+00:00
Jharkhand,2025,34.269669303080796,63.98092003988418,55.93999644249542,58.00158930892081,28.153823903233075,45.48138796703887,True,2026-07-12T07:31:30.436957+00:00
Karnataka,2020,65.37269499220143,45.670297285596675,62.24582766529278,88.126237661418,66.9916350498217,76.79632308387579,True,2026-07-12T07:31:30.436957+00:00
Karnataka,2021,65.47970568302686,49.0421385822782,62.63429474793656,90.99561269647836,67.79361200002953,74.32215343723993,True,2026-07-12T07:31:30.436957+00:00
Karnataka,2022,50.7460009175057,34.86769728674773,57.05990539614611,85.56639311711557,54.22566776767165,66.13811438828162,True,2026-07-12T07:31:30.436957+00:00
Karnataka,2023,67.98259458709896,60.796813051559695,63.30015347915931,92.96408874858142,63.26654929102956,76.72169089537208,True,2026-07-12T07:31:30.436957+00:00
Karnataka,2024,58.35789821845847,41.43925453773075,56.942473509818164,84.19025417805884,65.65160291511297,72.66126545375053,True,2026-07-12T07:31:30.436957+00:00
Karnataka,2025,54.44266960033313,54.85280240350529,55.44072870455607,92.2497515752044,69.70889471983544,87.0692932701345,True,2026-07-12T07:31:30.436957+00:00
Kerala,2020,65.54999045929951,46.87603533319414,59.740264880369395,76.82291643734372,61.01144577799559,63.48240782930841,True,2026-07-12T07:31:30.436957+00:00
Kerala,2021,58.42154583827033,53.71167433883262,64.04593074102941,90.45782826767571,58.895462647996446,74.54159422302091,True,2026-07-12T07:31:30.436957+00:00
Kerala,2022,66.37184350914384,49.39062311817448,69.75449893555162,84.58447784343251,60.95294827711233,66.03509862405242,True,2026-07-12T07:31:30.436957+00:00
Kerala,2023,71.98623299113078,66.54990402623153,64.32538950118209,85.85723431702216,62.51119138041749,76.03074010950411,True,2026-07-12T07:31:30.436957+00:00
Kerala,2024,63.585957553752245,52.13000038717827,64.53251064352395,81.80143580976419,69.04807981876615,72.41962200694049,True,2026-07-12T07:31:30.436957+00:00
Kerala,2025,52.31742298932971,49.40031332827993,59.19963167022268,90.53011138973307,56.21904156488937,62.83429851465774,True,2026-07-12T07:31:30.436957+00:00
Madhya Pradesh,2020,54.05064315290885,51.82029885774165,56.66553623494062,75.17258885238789,56.52042731295473,57.938040982912874,True,2026-07-12T07:31:30.436957+00:00
Madhya Pradesh,2021,57.96067938167735,46.97627892919709,58.996259071670075,87.3375873787033,54.5863160482952,60.87197076580308,True,2026-07-12T07:31:30.436957+00:00
Madhya Pradesh,2022,51.83059987996033,59.335286179502496,57.69801360588276,74.89071220015063,53.10585917654461,69.69019865672884,True,2026-07-12T07:31:30.436957+00:00
Madhya Pradesh,2023,45.269693536455776,60.22894316638792,63.56629884738869,75.25352267851561,48.593048479791136,63.7217897094597,True,2026-07-12T07:31:30.436957+00:00
Madhya Pradesh,2024,49.120112001461635,62.41867639044997,46.643703085173364,72.76600520000044,51.55921679563978,65.12996130597,True,2026-07-12T07:31:30.436957+00:00
Madhya Pradesh,2025,57.55076045205526,62.436141385995725,54.57985545834441,62.57542529542241,43.53640048779825,53.37798436593804,True,2026-07-12T07:31:30.436957+00:00
Maharashtra,2020,76.21209692622719,52.40798386540537,62.58334565050927,86.65186600578322,52.08597391531223,71.43520911854688,True,2026-07-12T07:31:30.436957+00:00
Maharashtra,2021,63.79004217568442,49.06108940241249,68.82230788436527,88.70639748621014,59.60382633954827,75.32142557199269,True,2026-07-12T07:31:30.436957+00:00
Maharashtra,2022,70.90935415915571,61.366352598527776,59.32447083383701,85.84403493213271,71.25024819506046,77.26010753098073,True,2026-07-12T07:31:30.436957+00:00
Maharashtra,2023,74.712848379304,47.16604398191455,74.446165542392,92.70653098349746,75.08753978612165,81.2964364859776,True,2026-07-12T07:31:30.436957+00:00
Maharashtra,2024,63.1417416492421,43.97593929368513,61.28884082708832,94.63162261590467,70.19976222113397,89.0104132583061,True,2026-07-12T07:31:30.436957+00:00
Maharashtra,2025,60.355748712697455,58.898482590294776,49.19676530537392,84.91769563011938,61.57982274361791,82.18819581995739,True,2026-07-12T07:31:30.436957+00:00
Manipur,2020,55.87714870469615,51.40786691059149,58.73134426102452,75.29983614321618,48.580299377610174,61.05305458848784,True,2026-07-12T07:31:30.436957+00:00
Manipur,2021,60.622107535290844,57.60111508143815,63.27358112523841,81.86039854566741,58.529581336880405,63.52630629837313,True,2026-07-12T07:31:30.436957+00:00
Manipur,2022,56.051474423770195,51.11287076039773,55.756593050429444,77.3392234519886,59.494730137823986,79.43389766202708,True,2026-07-12T07:31:30.436957+00:00
Manipur,2023,54.70906737176309,55.90251918822377,60.38324982608562,73.59561062973214,52.29028119577531,63.05320989960255,True,2026-07-12T07:31:30.436957+00:00
Manipur,2024,56.41991616876445,49.29204027608679,63.62359231930164,83.55058228485571,63.5135629538805,74.96124435469343,True,2026-07-12T07:31:30.436957+00:00
Manipur,2025,56.701709062307835,47.86458978332549,61.51435408537902,71.12432566652662,52.27200383670545,67.95181197811416,True,2026-07-12T07:31:30.436957+00:00
Meghalaya,2020,38.650280076712285,61.8406426792897,37.900840365174645,57.1049485723589,43.79154355681228,54.06570343774199,True,2026-07-12T07:31:30.436957+00:00
Meghalaya,2021,42.921797958149725,73.57753802965215,45.9414115256137,54.08784106551864,36.14171845599078,40.570340875064076,True,2026-07-12T07:31:30.436957+00:00
Meghalaya,2022,31.930400475588414,61.639715170564784,62.28018332468397,53.75491381209095,39.28785489830108,55.33042765738956,True,2026-07-12T07:31:30.436957+00:00
Meghalaya,2023,34.724598298539604,65.8846713286917,53.22147821217302,48.988574258324746,32.205267022522264,43.43203751985364,True,2026-07-12T07:31:30.436957+00:00
Meghalaya,2024,47.39129168706615,56.10334955935775,49.85183220291356,63.43465372477053,41.68766507125548,45.90709552999953,True,2026-07-12T07:31:30.436957+00:00
Meghalaya,2025,29.97854056054599,64.56270339391395,44.853762922502554,63.54966440310704,43.42524546843611,51.956560905612996,True,2026-07-12T07:31:30.436957+00:00
Mizoram,2020,48.530432331829196,44.17780352776386,63.03748880499877,77.49745568149987,48.41258958424218,66.18039702197795,True,2026-07-12T07:31:30.436957+00:00
Mizoram,2021,51.63586886226114,53.68099979738405,60.83386415174077,75.68588443666061,52.961377754272995,72.9693169803772,True,2026-07-12T07:31:30.436957+00:00
Mizoram,2022,52.995066553175164,63.294744558210894,53.18074680423167,66.65260655339932,58.88694322823713,65.2238306416375,True,2026-07-12T07:31:30.436957+00:00
Mizoram,2023,54.27308159538839,40.49837979524621,57.753061518462594,82.3698648461137,65.08594673629695,82.8974331929141,True,2026-07-12T07:31:30.436957+00:00
Mizoram,2024,58.48120320690909,58.02779770659011,51.28074989845052,81.07791296340972,56.5816425561262,62.4325619662186,True,2026-07-12T07:31:30.436957+00:00
Mizoram,2025,55.322494202607345,53.66222357873485,63.46491786853247,73.92496332735871,68.29468667096694,72.77321707246537,True,2026-07-12T07:31:30.436957+00:00
Nagaland,2020,48.78586696993659,58.57520386751029,63.48967530889162,52.414455008765536,36.438714502451525,42.472703393473424,True,2026-07-12T07:31:30.436957+00:00
Nagaland,2021,33.00750186883711,61.336185806603574,58.39070789799917,57.91451030842612,39.05305682157898,47.20632715548185,True,2026-07-12T07:31:30.436957+00:00
Nagaland,2022,30.628024971298174,57.99802643349782,50.26914672426801,47.3704508447554,28.156947741716202,42.652678980179644,True,2026-07-12T07:31:30.436957+00:00
Nagaland,2023,33.082555672884254,42.74120261140102,55.83591716726546,58.113462043473234,29.038469290961626,45.81528375496813,True,2026-07-12T07:31:30.436957+00:00
Nagaland,2024,42.235498743072554,63.439867362068,66.79540810424933,58.686423662833455,34.0473868673826,38.72347379497559,True,2026-07-12T07:31:30.436957+00:00
Nagaland,2025,43.32288453368977,65.67000941288207,60.17325232812865,57.071214203184695,40.055276693875086,46.67535214767172,True,2026-07-12T07:31:30.436957+00:00
Odisha,2020,65.72925677112451,61.09636957554076,60.620146762001966,82.44282364173387,60.99971715488928,71.44580290759416,True,2026-07-12T07:31:30.436957+00:00
Odisha,2021,67.54625305970367,35.14530745913031,58.68550888268328,82.28465356185251,65.24714063895809,74.28673830731019,True,2026-07-12T07:31:30.436957+00:00
Odisha,2022,53.80856120953284,49.80001591183183,68.2628807366206,80.40518351515362,52.574974457678366,67.29570373114676,True,2026-07-12T07:31:30.436957+00:00
Odisha,2023,66.98408192537148,44.6760367806593,58.097964190506126,87.56370602341175,59.52268591825332,74.31343668509562,True,2026-07-12T07:31:30.436957+00:00
Odisha,2024,61.51643705049196,56.71939403009061,56.530798078559044,86.90435749205986,64.06907394095509,79.59954925152118,True,2026-07-12T07:31:30.436957+00:00
Odisha,2025,52.32829621541925,56.90799174038627,59.25733134423411,80.24181518007077,64.6233044477933,70.84894032950461,True,2026-07-12T07:31:30.436957+00:00
Punjab,2020,35.570357148023845,44.773158725607985,49.59853127688696,80.03345087837668,48.770216650589546,64.67204835008835,True,2026-07-12T07:31:30.436957+00:00
Punjab,2021,42.892584625340625,47.712878428037584,58.92106635019235,73.48031375832026,51.16404624980269,63.9866891454119,True,2026-07-12T07:31:30.436957+00:00
Punjab,2022,51.7685643347706,56.95646314926703,62.23218534078013,76.9165306276902,52.994805429526835,60.16097574238076,True,2026-07-12T07:31:30.436957+00:00
Punjab,2023,54.04156354869599,64.46370520776482,51.78279277127936,58.39636786028066,42.65175136324736,47.1600717004349,True,2026-07-12T07:31:30.436957+00:00
Punjab,2024,60.635565112791795,60.06371255964143,56.66533094345959,69.30730413064427,51.74628544024221,66.17896583199027,True,2026-07-12T07:31:30.436957+00:00
Punjab,2025,43.772007014476465,71.09091911097427,67.07710782065924,78.32234325563829,51.808367793559476,60.44707588680652,True,2026-07-12T07:31:30.436957+00:00
Rajasthan,2020,50.513697333089894,59.02213118715468,64.3355967480451,72.32237835064335,42.622812557775454,59.8435920262759,True,2026-07-12T07:31:30.436957+00:00
Rajasthan,2021,50.481551958228586,43.73903390972702,57.33450980401659,68.95578998404213,51.42713572834277,61.79432377282075,True,2026-07-12T07:31:30.436957+00:00
Rajasthan,2022,56.89092036158581,66.03885601979559,59.32546910119208,76.63901016836591,41.82785975862099,64.53909266154729,True,2026-07-12T07:31:30.436957+00:00
Rajasthan,2023,41.348014231741544,59.603250949218186,55.82506825112669,64.1310405513021,48.787330449830215,59.63183715689484,True,2026-07-12T07:31:30.436957+00:00
Rajasthan,2024,58.73095916196286,63.38380511732018,58.138867054662185,71.74267289047671,48.9710789877381,58.67432751449426,True,2026-07-12T07:31:30.436957+00:00
Rajasthan,2025,41.646438467686096,56.366948674477804,51.03092677605679,64.50685893529405,49.94812643734208,58.75151964468176,True,2026-07-12T07:31:30.436957+00:00
Sikkim,2020,30.93889266908783,57.54585525955381,57.891324038146955,68.7317875236842,42.34216590667855,51.487818538822445,True,2026-07-12T07:31:30.436957+00:00
Sikkim,2021,37.2034807978191,51.118755930513274,54.92443337055924,66.01237084192009,45.41524104836707,51.047983816170124,True,2026-07-12T07:31:30.436957+00:00
Sikkim,2022,41.84187509516679,50.29520656999362,51.63792350459387,66.90350920410324,47.222712391966205,57.29555743645298,True,2026-07-12T07:31:30.436957+00:00
Sikkim,2023,42.76314156717876,55.77694353214543,49.9223565551088,63.623151389806644,40.27564060699385,47.22206710886258,True,2026-07-12T07:31:30.436957+00:00
Sikkim,2024,42.78514747973229,51.62864471437868,50.80660720115161,70.00191094608108,39.77609393329485,51.58219559203292,True,2026-07-12T07:31:30.436957+00:00
Sikkim,2025,29.314765490559402,60.108417348056385,51.859000314164334,58.921078385886396,36.47565927026944,39.188271003380876,True,2026-07-12T07:31:30.436957+00:00
Tamil Nadu,2020,69.48283047827584,59.817360719254864,58.54590533708721,88.20937438983093,74.40906922475297,68.62904466599956,True,2026-07-12T07:31:30.436957+00:00
Tamil Nadu,2021,63.282573455395536,59.179690292421384,75.40687142593058,87.39322250406153,65.07366049396735,75.12086398189092,True,2026-07-12T07:31:30.436957+00:00
Tamil Nadu,2022,78.52024377703336,48.83420275905541,67.454548877528,96.18503931904289,78.86342115043281,84.30740479414132,True,2026-07-12T07:31:30.436957+00:00
Tamil Nadu,2023,65.12830390242115,56.57027839856085,62.48841571755325,94.93400501040257,85.73238847694813,90.84664048139675,True,2026-07-12T07:31:30.436957+00:00
Tamil Nadu,2024,68.87309424972534,50.1851898596869,67.24062825178754,95.40349432982883,74.88112687957101,83.89026206681542,True,2026-07-12T07:31:30.436957+00:00
Tamil Nadu,2025,58.56395395107517,40.29119935771397,63.324290984205305,90.15842608653257,61.15328541658338,83.34934503211103,True,2026-07-12T07:31:30.436957+00:00
Telangana,2020,39.24455957030786,52.9240411689361,51.75932119767297,69.69749224574878,44.21452694610656,60.56516358734621,True,2026-07-12T07:31:30.436957+00:00
Telangana,2021,52.71567708249018,56.51366398868691,45.93755611422685,60.04072078445905,49.57637919220416,53.379095224717894,True,2026-07-12T07:31:30.436957+00:00
Telangana,2022,47.55827675872846,56.17677021463249,57.86898262259514,75.14251712227923,48.62046130432141,57.426948017539026,True,2026-07-12T07:31:30.436957+00:00
Telangana,2023,40.62006868486372,58.69506408052496,62.94457664633302,65.82844991434398,43.62653326438017,51.57374822998445,True,2026-07-12T07:31:30.436957+00:00
Telangana,2024,40.891196552169845,53.06854519787751,53.065229791021906,65.72560928871128,37.173558548169694,47.377749466573405,True,2026-07-12T07:31:30.436957+00:00
Telangana,2025,44.123266568194914,51.23642169401521,58.873625288076795,64.23725374300255,48.62332611485573,64.97934210234813,True,2026-07-12T07:31:30.436957+00:00
Tripura,2020,43.936775077690605,68.25957186086038,51.14396030123285,77.0617324560379,45.5235411941534,54.029894410920065,True,2026-07-12T07:31:30.436957+00:00
Tripura,2021,44.72582434862046,49.90792270858415,50.485027276759645,66.64739758524891,42.94792542141289,46.75936153561543,True,2026-07-12T07:31:30.436957+00:00
Tripura,2022,51.111751270808135,65.84419341696346,64.57126194134854,69.40971784922728,47.352993110804015,51.75512556601262,True,2026-07-12T07:31:30.436957+00:00
Tripura,2023,44.187727732194524,51.972602316551544,55.63020303794111,64.13393625622034,51.89222622798188,47.22374186256699,True,2026-07-12T07:31:30.436957+00:00
Tripura,2024,43.64726169140761,61.23818533114703,53.440161985513306,68.99686294141137,44.74429345780473,64.29422857240438,True,2026-07-12T07:31:30.436957+00:00
Tripura,2025,51.92960020559874,70.17339709403883,57.933849233642384,70.63405062727232,46.10516606973375,57.93323628482863,True,2026-07-12T07:31:30.436957+00:00
Uttar Pradesh,2020,49.91313612376898,62.82244822136122,57.348094613382735,69.76064313133865,38.96367419674872,52.02411594108776,True,2026-07-12T07:31:30.436957+00:00
Uttar Pradesh,2021,47.74918549438951,54.570779543443905,57.76889116380365,54.743412843088,47.67183028764565,61.47747777173155,True,2026-07-12T07:31:30.436957+00:00
Uttar Pradesh,2022,35.664369135605554,60.52304795902804,56.80629719198869,58.80330623063453,47.6324254246018,37.62206089544787,True,2026-07-12T07:31:30.436957+00:00
Uttar Pradesh,2023,42.10598101233802,73.36110993926205,54.89584383083971,70.21235377326026,42.65748653328186,61.62434829719647,True,2026-07-12T07:31:30.436957+00:00
Uttar Pradesh,2024,41.425074358006825,57.19257559058112,54.59156253460756,63.95386423801058,54.802368735169594,59.47024359565923,True,2026-07-12T07:31:30.436957+00:00
Uttar Pradesh,2025,51.2125783154368,58.50295087173794,54.57657805047718,66.70574860746355,45.93883638597244,52.84508783994579,True,2026-07-12T07:31:30.436957+00:00
Uttarakhand,2020,51.14486805858342,45.047340643884354,66.42904224341609,79.41222220977357,59.10024787533106,72.2018555876884,True,2026-07-12T07:31:30.436957+00:00
Uttarakhand,2021,58.38339615579278,41.9234472714363,62.26363645836395,82.67187617057772,51.400427320315856,69.42690196965046,True,2026-07-12T07:31:30.436957+00:00
Uttarakhand,2022,49.06879127535531,55.25573515720662,57.67383687669401,79.77958293286078,60.856570041831546,73.60458865799662,True,2026-07-12T07:31:30.436957+00:00
Uttarakhand,2023,68.85679534921542,62.442109172774586,61.7993509548146,85.80848976298441,63.83741583039886,79.13530752913098,True,2026-07-12T07:31:30.436957+00:00
Uttarakhand,2024,58.871427411447044,59.30472599536653,60.60425497777486,79.11457196127462,63.81875214222145,72.73922561580393,True,2026-07-12T07:31:30.436957+00:00
Uttarakhand,2025,57.02350609355741,56.21992391031162,64.70323810946014,79.80352305377802,58.41227245412094,74.08094385154517,True,2026-07-12T07:31:30.436957+00:00
West Bengal,2020,48.098142478893955,63.26891321648332,55.672029166748914,71.27548370983806,59.262901783610204,69.05841232474397,True,2026-07-12T07:31:30.436957+00:00
West Bengal,2021,54.11876903909192,51.55582613935594,57.55859980747655,78.6925800855547,50.75644241752966,59.90703569423622,True,2026-07-12T07:31:30.436957+00:00
West Bengal,2022,57.74961894189788,58.085722354195276,47.476499048076334,77.49059658785006,58.18103777142469,69.21987945701777,True,2026-07-12T07:31:30.436957+00:00
West Bengal,2023,52.842764938897474,61.391505601707365,66.51399735461766,76.37554273678035,46.080610643013806,64.58981159926206,True,2026-07-12T07:31:30.436957+00:00
West Bengal,2024,51.482905935390235,54.36303111807617,65.10103004952946,75.86067788131281,54.97985557847667,69.90509100864062,True,2026-07-12T07:31:30.436957+00:00
West Bengal,2025,50.32770057319059,61.49003857570142,63.20232941566393,81.61076586506086,62.01005416167368,73.37535186433254,True,2026-07-12T07:31:30.436957+00:00
Delhi,2020,51.37722503130206,56.73449818506378,53.62376319667087,78.85837966910056,52.37937188380157,61.37057281141448,True,2026-07-12T07:31:30.436957+00:00
Delhi,2021,54.8816549493135,70.35224795743247,51.619284755658775,84.17790898276994,50.48221152954786,64.47711187582196,True,2026-07-12T07:31:30.436957+00:00
Delhi,2022,56.425453845064354,56.64942466938669,59.1926378969715,87.09530437150316,57.940201243876224,70.19071130239453,True,2026-07-12T07:31:30.436957+00:00
Delhi,2023,51.34285008524499,53.414574017211045,52.92058264542939,82.11644870488816,55.40863345281621,73.43655423589297,True,2026-07-12T07:31:30.436957+00:00
Delhi,2024,56.02933571545093,46.33401820054457,58.67957488238775,73.85024355932727,65.4166189585725,70.79099612761934,True,2026-07-12T07:31:30.436957+00:00
Delhi,2025,62.86672515047739,74.10081297062658,57.56142870853016,85.87495175444178,54.12659924034569,69.32470134180124,True,2026-07-12T07:31:30.436957+00:00
